vehicle,zones,counts,nbox,mass,volume,energy,horizontal_energy,climb_energy,duration,prep_s,offsets,latest_start,urgent_start,soc,charge_s,route_id
C,"[""S001"", ""S005""]","{""S001|生活卫生用品"": 2, ""S001|应急食品"": 1, ""S001|饮用水"": 2, ""S005|医疗物资"": 1, ""S005|饮用水"": 2}",8,79.0,0.218,4.819998234622545,4.652857541471346,0.1671406931511985,2306.8724159659296,540.0,"{""S001|生活卫生用品"": 1206.2725229310115, ""S001|应急食品"": 1206.2725229310115, ""S001|饮用水"": 1206.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",8997.086941779806,2393.7274770689883,0.3975002206721818,2138.7495218769395,R000335
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|饮用水"": 2, ""S001|生活卫生用品"": 2, ""S001|应急食品"": 1, ""S001|饮用水"": 2}",8,79.0,0.218,5.776301446831554,5.586704732582325,0.18959671424922944,2306.872415965929,540.0,"{""S005|医疗物资"": 1325.2293577457356, ""S005|饮用水"": 1325.2293577457356, ""S001|生活卫生用品"": 1994.9698930349177, ""S001|应急食品"": 1994.9698930349177, ""S001|饮用水"": 1994.9698930349177}",9474.770642254265,1605.0301069650823,0.27796231914605574,2397.748308516879,R000336
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S005|饮用水"": 1}",3,20.0,0.051000000000000004,1.9265234478258777,1.8079256887602497,0.11859775906562806,1830.7214994213327,390.0,"{""S001|医疗物资"": 887.6764212464411, ""S005|饮用水"": 1355.393956454243}",2712.3235787535586,2712.3235787535586,0.5183691380435306,1501.4934940578803,R000337
B,"[""S005"", ""S001""]","{""S005|饮用水"": 1, ""S001|医疗物资"": 2}",3,20.0,0.051000000000000004,1.9735691759361782,1.8551834310773305,0.11838574485884772,1830.7214994213327,390.0,"{""S005|饮用水"": 1040.8408763004231, ""S001|医疗物资"": 1539.2917448415583}",2060.7082551584417,2060.7082551584417,0.5066077060159555,1521.8799762390106,R000338
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 3}",8,66.0,0.21000000000000002,4.570363548442108,4.401872806735959,0.1684907417061488,2306.8724159659296,540.0,"{""S001|医疗物资"": 1170.2725229310115, ""S001|生活卫生用品"": 1170.2725229310115, ""S005|生活卫生用品"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",2429.7274770689883,2429.7274770689883,0.4287045564447365,2071.140127703071,R000339
C,"[""S005"", ""S001""]","{""S005|生活卫生用品"": 1, ""S005|饮用水"": 3, ""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2}",8,66.0,0.21000000000000002,4.785551928898593,4.619486276831472,0.16606565206712087,2306.872415965929,540.0,"{""S005|生活卫生用品"": 1361.2293577457356, ""S005|饮用水"": 1361.2293577457356, ""S001|医疗物资"": 1994.9698930349177, ""S001|生活卫生用品"": 1994.9698930349177}",1605.0301069650823,1605.0301069650823,0.4018060088876759,2129.420314076702,R000340
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1}",6,43.0,0.17200000000000001,3.9774930066737526,3.831657468530234,0.14583553814351827,2174.8724159659296,480.0,"{""S001|医疗物资"": 1074.2725229310115, ""S001|生活卫生用品"": 1074.2725229310115, ""S005|生活卫生用品"": 1670.9130582201938, ""S005|应急食品"": 1670.9130582201938, ""S005|饮用水"": 1670.9130582201938}",2525.7274770689883,2525.7274770689883,0.502813374165781,1910.571022640808,R000341
C,"[""S005"", ""S001""]","{""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2}",6,43.0,0.172,4.091701424574524,3.944308700426155,0.14739272414836888,2174.872415965929,480.0,"{""S005|生活卫生用品"": 1265.2293577457356, ""S005|应急食品"": 1265.2293577457356, ""S005|饮用水"": 1265.2293577457356, ""S001|医疗物资"": 1862.9698930349177, ""S001|生活卫生用品"": 1862.9698930349177}",1737.0301069650823,1737.0301069650823,0.48853732192818455,1941.5024691556,R000342
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S005|医疗物资"": 1, ""S005|应急食品"": 1}",4,17.0,0.064,1.8660228682409898,1.7505758292331672,0.11544703900782269,1890.7214994213327,420.0,"{""S001|医疗物资"": 917.6764212464411, ""S005|医疗物资"": 1415.393956454243, ""S005|应急食品"": 1415.393956454243}",2682.3235787535586,2682.3235787535586,0.5334942829397525,1475.2765762377624,R000343
B,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|应急食品"": 1, ""S001|医疗物资"": 2}",4,17.0,0.064,1.910548270528958,1.794418722218572,0.11612954831038583,1890.7214994213327,420.0,"{""S005|医疗物资"": 1100.8408763004231, ""S005|应急食品"": 1100.8408763004231, ""S001|医疗物资"": 1599.2917448415583}",2000.7082551584417,2000.7082551584417,0.5223629323677605,1494.5709172292152,R000344
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1}",3,25.0,0.067,2.099423650136103,1.9740743740935884,0.1253492760425144,1830.7214994213327,390.0,"{""S001|医疗物资"": 857.6764212464411, ""S005|应急食品"": 1355.393956454243, ""S005|饮用水"": 1355.393956454243}",2742.3235787535586,2742.3235787535586,0.47514408746597425,1576.4169150589778,R000345
B,"[""S005"", ""S001""]","{""S005|应急食品"": 1, ""S005|饮用水"": 1, ""S001|医疗物资"": 1}",3,25.0,0.067,2.100413792035609,1.9796431406432022,0.12077065139240689,1830.7214994213327,390.0,"{""S005|应急食品"": 1070.8408763004231, ""S005|饮用水"": 1070.8408763004231, ""S001|医疗物资"": 1539.2917448415583}",2060.7082551584417,2060.7082551584417,0.4748965519910977,1576.845976548764,R000346
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 2}",7,52.0,0.183,4.17389559202625,4.018607893709316,0.1552876983169344,2240.8724159659296,510.0,"{""S001|医疗物资"": 1104.2725229310115, ""S001|生活卫生用品"": 1104.2725229310115, ""S005|医疗物资"": 1736.9130582201938, ""S005|生活卫生用品"": 1736.9130582201938, ""S005|饮用水"": 1736.9130582201938}",2495.7274770689883,2495.7274770689883,0.47826305099671873,1963.7633895071097,R000347
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 2, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2}",7,52.0,0.183,4.299563784313434,4.145402470519679,0.1541613137937546,2240.872415965929,510.0,"{""S005|医疗物资"": 1331.2293577457356, ""S005|生活卫生用品"": 1331.2293577457356, ""S005|饮用水"": 1331.2293577457356, ""S001|医疗物资"": 1928.9698930349177, ""S001|生活卫生用品"": 1928.9698930349177}",1671.0301069650823,1671.0301069650823,0.4625545269608208,1997.7985249182218,R000348
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S001|饮用水"": 2, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1}",9,74.0,0.23800000000000002,4.628450027554058,4.464060006364962,0.16439002118909626,2372.8724159659296,570.0,"{""S001|医疗物资"": 1236.2725229310115, ""S001|生活卫生用品"": 1236.2725229310115, ""S001|饮用水"": 1236.2725229310115, ""S005|医疗物资"": 1868.9130582201938, ""S005|生活卫生用品"": 1868.9130582201938, ""S005|应急食品"": 1868.9130582201938, ""S005|饮用水"": 1868.9130582201938}",2363.7274770689883,2363.7274770689883,0.4214437465557428,2086.871882462557,R000349
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 2, ""S001|饮用水"": 2}",9,74.0,0.238,5.385740547488851,5.202196529232409,0.1835440182564418,2372.872415965929,570.0,"{""S005|医疗物资"": 1391.2293577457356, ""S005|生活卫生用品"": 1391.2293577457356, ""S005|应急食品"": 1391.2293577457356, ""S005|饮用水"": 1391.2293577457356, ""S001|医疗物资"": 2060.9698930349177, ""S001|生活卫生用品"": 2060.9698930349177, ""S001|饮用水"": 2060.9698930349177}",1539.0301069650823,1539.0301069650823,0.32678243156389364,2291.9713982782305,R000350
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|饮用水"": 1, ""S005|应急食品"": 1}",3,25.0,0.067,1.9646128877293512,1.8462650904627087,0.11834779726664225,1830.7214994213327,390.0,"{""S001|医疗物资"": 887.6764212464411, ""S001|饮用水"": 887.6764212464411, ""S005|应急食品"": 1355.393956454243}",2712.3235787535586,2712.3235787535586,0.5088467780676622,1517.9989180160521,R000351
B,"[""S005"", ""S001""]","{""S005|应急食品"": 1, ""S001|医疗物资"": 1, ""S001|饮用水"": 1}",3,25.0,0.067,2.1946697837888283,2.0674805008427715,0.1271892829460568,1830.7214994213327,390.0,"{""S005|应急食品"": 1040.8408763004231, ""S001|医疗物资"": 1539.2917448415583, ""S001|饮用水"": 1539.2917448415583}",2060.7082551584417,2060.7082551584417,0.45133255405279293,1617.6902396418254,R000352
C,"[""S001"", ""S005""]","{""S001|生活卫生用品"": 1, ""S001|饮用水"": 3, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1}",7,76.0,0.20600000000000002,4.676948816176408,4.512958843083015,0.16398997309339314,2240.8724159659296,510.0,"{""S001|生活卫生用品"": 1140.2725229310115, ""S001|饮用水"": 1140.2725229310115, ""S005|生活卫生用品"": 1736.9130582201938, ""S005|应急食品"": 1736.9130582201938, ""S005|饮用水"": 1736.9130582201938}",inf,2459.7274770689883,0.41538139797794904,2100.006971047777,R000353
C,"[""S005"", ""S001""]","{""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1, ""S001|生活卫生用品"": 1, ""S001|饮用水"": 3}",7,76.0,0.20600000000000002,5.569210960628594,5.381870442927827,0.18734051770076754,2240.872415965929,510.0,"{""S005|生活卫生用品"": 1295.2293577457356, ""S005|应急食品"": 1295.2293577457356, ""S005|饮用水"": 1295.2293577457356, ""S001|生活卫生用品"": 1928.9698930349177, ""S001|饮用水"": 1928.9698930349177}",inf,1671.0301069650823,0.3038486299214257,2341.6613018369108,R000354
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 2}",8,62.0,0.204,4.440813795856763,4.27602390860084,0.16478988725592297,2306.8724159659296,540.0,"{""S001|医疗物资"": 1134.2725229310115, ""S001|生活卫生用品"": 1134.2725229310115, ""S001|应急食品"": 1134.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|生活卫生用品"": 1802.9130582201938, ""S005|应急食品"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",2465.7274770689883,2465.7274770689883,0.4448982755179046,2036.0537363778733,R000355
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 2, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",8,62.0,0.20400000000000001,4.62180259591629,4.45920367959619,0.16259891632010146,2306.872415965929,540.0,"{""S005|医疗物资"": 1397.2293577457356, ""S005|生活卫生用品"": 1397.2293577457356, ""S005|应急食品"": 1397.2293577457356, ""S005|饮用水"": 1397.2293577457356, ""S001|医疗物资"": 1994.9698930349177, ""S001|生活卫生用品"": 1994.9698930349177, ""S001|应急食品"": 1994.9698930349177}",1605.0301069650823,1605.0301069650823,0.4222746755104637,2085.0715363939953,R000356
C,"[""S001"", ""S005""]","{""S001|生活卫生用品"": 2, ""S001|应急食品"": 1, ""S001|饮用水"": 2, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1}",8,65.0,0.227,4.27997838784372,4.127541054962279,0.1524373328814401,2306.8724159659296,540.0,"{""S001|生活卫生用品"": 1206.2725229310115, ""S001|应急食品"": 1206.2725229310115, ""S001|饮用水"": 1206.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|生活卫生用品"": 1802.9130582201938, ""S005|应急食品"": 1802.9130582201938}",8997.086941779806,2393.7274770689883,0.46500270151953504,1992.4941467076742,R000357
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S001|生活卫生用品"": 2, ""S001|应急食品"": 1, ""S001|饮用水"": 2}",8,65.0,0.227,5.003272092449367,4.824204295426293,0.17906779702307385,2306.872415965929,540.0,"{""S005|医疗物资"": 1325.2293577457356, ""S005|生活卫生用品"": 1325.2293577457356, ""S005|应急食品"": 1325.2293577457356, ""S001|生活卫生用品"": 1994.9698930349177, ""S001|应急食品"": 1994.9698930349177, ""S001|饮用水"": 1994.9698930349177}",9474.770642254265,1605.0301069650823,0.3745909884438291,2188.3861917050367,R000358
B,"[""S001"", ""S005""]","{""S001|应急食品"": 1, ""S005|医疗物资"": 1, ""S005|应急食品"": 1}",3,19.0,0.068,1.8897271972044678,1.7731798894118043,0.11654730779266359,1830.7214994213327,390.0,"{""S001|应急食品"": 857.6764212464411, ""S005|医疗物资"": 1355.393956454243, ""S005|应急食品"": 1355.393956454243}",9444.606043545757,9444.606043545757,0.5275682006988831,1485.5484521219357,R000359
B,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|应急食品"": 1, ""S001|应急食品"": 1}",3,19.0,0.068,1.96161503161952,1.843064404912019,0.11855062670750088,1830.7214994213327,390.0,"{""S005|医疗物资"": 1070.8408763004231, ""S005|应急食品"": 1070.8408763004231, ""S001|应急食品"": 1539.2917448415583}",9729.159123699577,9729.159123699577,0.50959624209512,1516.6998470351252,R000360
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S001|应急食品"": 1, ""S005|医疗物资"": 1}",4,17.0,0.064,1.823778094633465,1.7123319006404265,0.11144619399303861,1890.7214994213327,420.0,"{""S001|医疗物资"": 947.6764212464411, ""S001|应急食品"": 947.6764212464411, ""S005|医疗物资"": 1415.393956454243}",2652.3235787535586,2652.3235787535586,0.5440554763416338,1456.9705076745017,R000361
B,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S001|医疗物资"": 2, ""S001|应急食品"": 1}",4,17.0,0.064,1.963739402141462,1.8439420643718476,0.11979733776961433,1890.7214994213327,420.0,"{""S005|医疗物资"": 1070.8408763004231, ""S001|医疗物资"": 1599.2917448415583, ""S001|应急食品"": 1599.2917448415583}",2000.7082551584417,2000.7082551584417,0.5090651494646345,1517.6204075946337,R000362
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1, ""S005|医疗物资"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 3}",8,70.0,0.196,4.747848963863644,4.574657156453574,0.17319180741007065,2306.8724159659296,540.0,"{""S001|医疗物资"": 1134.2725229310115, ""S001|生活卫生用品"": 1134.2725229310115, ""S001|应急食品"": 1134.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|应急食品"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",2465.7274770689883,2465.7274770689883,0.40651887951704446,2119.209094379737,R000363
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 3, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",8,70.0,0.196,4.964665526089359,4.796050085640025,0.16861544044933321,2306.872415965929,540.0,"{""S005|医疗物资"": 1397.2293577457356, ""S005|应急食品"": 1397.2293577457356, ""S005|饮用水"": 1397.2293577457356, ""S001|医疗物资"": 1994.9698930349177, ""S001|生活卫生用品"": 1994.9698930349177, ""S001|应急食品"": 1994.9698930349177}",1605.0301069650823,1605.0301069650823,0.37941680923883014,2177.9302466492013,R000364
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2, ""S005|饮用水"": 3}",7,60.0,0.175,4.365192313478551,4.203003011888013,0.16218930159053804,2240.8724159659296,510.0,"{""S001|医疗物资"": 1140.2725229310115, ""S001|生活卫生用品"": 1140.2725229310115, ""S005|饮用水"": 1736.9130582201938}",2459.7274770689883,2459.7274770689883,0.4543509608151811,2015.5729182337743,R000365
C,"[""S005"", ""S001""]","{""S005|饮用水"": 3, ""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2}",7,60.0,0.17500000000000002,4.5558808837842975,4.3943276248141006,0.16155325897019707,2240.872415965929,510.0,"{""S005|饮用水"": 1295.2293577457356, ""S001|医疗物资"": 1928.9698930349177, ""S001|生活卫生用品"": 1928.9698930349177}",1671.0301069650823,1671.0301069650823,0.4305148895269628,2067.217739358247,R000366
B,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1}",3,12.0,0.059000000000000004,1.8054220582020228,1.6937259024099984,0.11169615579202441,1830.7214994213327,390.0,"{""S001|医疗物资"": 857.6764212464411, ""S005|医疗物资"": 1355.393956454243, ""S005|生活卫生用品"": 1355.393956454243}",2742.3235787535586,2742.3235787535586,0.5486444854494943,1449.0162252208768,R000367
B,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S001|医疗物资"": 1}",3,12.0,0.059,1.8174569430777041,1.7064631433952988,0.11099379968240528,1830.7214994213327,390.0,"{""S005|医疗物资"": 1070.8408763004231, ""S005|生活卫生用品"": 1070.8408763004231, ""S001|医疗物资"": 1539.2917448415583}",2060.7082551584417,2060.7082551584417,0.545635764230574,1454.2313420003386,R000368
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1}",7,48.0,0.177,4.063736939340391,3.913650412354226,0.15008652698616454,2240.8724159659296,510.0,"{""S001|医疗物资"": 1104.2725229310115, ""S001|生活卫生用品"": 1104.2725229310115, ""S001|应急食品"": 1104.2725229310115, ""S005|医疗物资"": 1736.9130582201938, ""S005|生活卫生用品"": 1736.9130582201938, ""S005|应急食品"": 1736.9130582201938, ""S005|饮用水"": 1736.9130582201938}",2495.7274770689883,2495.7274770689883,0.49203288258245115,1933.9287544046892,R000369
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|应急食品"": 1, ""S005|饮用水"": 1, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",7,48.0,0.177,4.210070930250411,4.058000931156465,0.15206999909394583,2240.872415965929,510.0,"{""S005|医疗物资"": 1331.2293577457356, ""S005|生活卫生用品"": 1331.2293577457356, ""S005|应急食品"": 1331.2293577457356, ""S005|饮用水"": 1331.2293577457356, ""S001|医疗物资"": 1928.9698930349177, ""S001|生活卫生用品"": 1928.9698930349177, ""S001|应急食品"": 1928.9698930349177}",1671.0301069650823,1671.0301069650823,0.47374113371869864,1973.56087694282,R000370
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 3}",7,65.0,0.191,4.546051183791986,4.3781105764782575,0.16794060731372837,2240.8724159659296,510.0,"{""S001|医疗物资"": 1104.2725229310115, ""S001|生活卫生用品"": 1104.2725229310115, ""S001|应急食品"": 1104.2725229310115, ""S005|生活卫生用品"": 1736.9130582201938, ""S005|饮用水"": 1736.9130582201938}",2495.7274770689883,2495.7274770689883,0.4317436020260017,2064.555528943663,R000371
C,"[""S005"", ""S001""]","{""S005|生活卫生用品"": 1, ""S005|饮用水"": 3, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",7,65.0,0.191,4.738489886778878,4.573634773910316,0.16485511286856336,2240.872415965929,510.0,"{""S005|生活卫生用品"": 1331.2293577457356, ""S005|饮用水"": 1331.2293577457356, ""S001|医疗物资"": 1928.9698930349177, ""S001|生活卫生用品"": 1928.9698930349177, ""S001|应急食品"": 1928.9698930349177}",1671.0301069650823,1671.0301069650823,0.4076887641526402,2116.674344335946,R000372
C,"[""S001"", ""S005""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 2}",8,55.0,0.195,4.22233043929679,4.065392337802594,0.15693810149419574,2306.8724159659296,540.0,"{""S001|医疗物资"": 1170.2725229310115, ""S001|生活卫生用品"": 1170.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|生活卫生用品"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",2429.7274770689883,2429.7274770689883,0.4722086950879012,1976.8811606428808,R000373
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 2, ""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2}",8,55.0,0.195,4.3978342466667755,4.240041315277349,0.15779293138942718,2306.872415965929,540.0,"{""S005|医疗物资"": 1361.2293577457356, ""S005|生活卫生用品"": 1361.2293577457356, ""S005|饮用水"": 1361.2293577457356, ""S001|医疗物资"": 1994.9698930349177, ""S001|生活卫生用品"": 1994.9698930349177}",1605.0301069650823,1605.0301069650823,0.45027071916665307,2024.413441805585,R000374
C,"[""S001"", ""S005""]","{""S001|应急食品"": 3, ""S001|饮用水"": 2, ""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 1}",8,75.0,0.21200000000000002,4.606437882744734,4.445498572178001,0.16093931056673266,2306.8724159659296,540.0,"{""S001|应急食品"": 1206.2725229310115, ""S001|饮用水"": 1206.2725229310115, ""S005|医疗物资"": 1802.9130582201938, ""S005|生活卫生用品"": 1802.9130582201938, ""S005|饮用水"": 1802.9130582201938}",8997.086941779806,2393.7274770689883,0.42419526465690827,2080.910259910032,R000375
C,"[""S005"", ""S001""]","{""S005|医疗物资"": 1, ""S005|生活卫生用品"": 1, ""S005|饮用水"": 1, ""S001|应急食品"": 3, ""S001|饮用水"": 2}",8,75.0,0.212,5.561570048033913,5.373147701119685,0.18842234691422782,2306.872415965929,540.0,"{""S005|医疗物资"": 1325.2293577457356, ""S005|生活卫生用品"": 1325.2293577457356, ""S005|饮用水"": 1325.2293577457356, ""S001|应急食品"": 1994.9698930349177, ""S001|饮用水"": 1994.9698930349177}",9474.770642254265,1605.0301069650823,0.3048037439957608,2339.591888009185,R000376
C,"[""S001"", ""S006""]","{""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1, ""S006|医疗物资"": 1, ""S006|生活卫生用品"": 1, ""S006|饮用水"": 2}",7,54.0,0.176,4.448796831794379,4.282127040977754,0.16666979081662497,2257.0459659836038,510.0,"{""S001|医疗物资"": 1104.2725229310115, ""S001|生活卫生用品"": 1104.2725229310115, ""S001|应急食品"": 1104.2725229310115, ""S006|医疗物资"": 1904.9146537402924, ""S006|生活卫生用品"": 1904.9146537402924, ""S006|饮用水"": 1904.9146537402924}",1695.0853462597076,1695.0853462597076,0.44390039602570264,2038.2158086109775,R000377
C,"[""S006"", ""S001""]","{""S006|医疗物资"": 1, ""S006|生活卫生用品"": 1, ""S006|饮用水"": 2, ""S001|医疗物资"": 1, ""S001|生活卫生用品"": 1, ""S001|应急食品"": 1}",7,54.0,0.17600000000000002,4.219277266447494,4.05789884425651,0.1613784221909841,2257.0459659836033,510.0,"{""S006|医疗物资"": 1167.4213122433111, ""S006|生活卫生用品"": 1167.4213122433111, ""S006|饮用水"": 1167.4213122433111, ""S001|医疗物资"": 1945.143443052592, ""S001|生活卫生用品"": 1945.143443052592, ""S001|应急食品"": 1945.143443052592}",1654.856556947408,1654.856556947408,0.4725903416940632,1976.054259662863,R000378
B,"[""S001"", ""S006""]","{""S001|应急食品"": 1, ""S001|饮用水"": 1, ""S006|医疗物资"": 1}",3,25.0,0.067,1.9857081245938073,1.8695471353919437,0.11616098920186362,1847.2809513351658,390.0,"{""S001|应急食品"": 887.6764212464411, ""S001|饮用水"": 887.6764212464411, ""S006|医疗物资"": 1522.4092789844328}",2077.5907210155674,2077.5907210155674,0.5035729688515482,1527.1401873239831,R000379
B,"[""S006"", ""S001""]","{""S006|医疗物资"": 1, ""S001|应急食品"": 1, ""S001|饮用水"": 1}",3,25.0,0.067,2.2760876683613045,2.1469178021842756,0.12916986617702908,1847.2809513351658,390.0,"{""S006|医疗物资"": 882.3983390173997, ""S001|应急食品"": 1555.8511967553914, ""S001|饮用水"": 1555.8511967553914}",2717.6016609826,2044.1488032446086,0.4309780829096739,1652.971322956565,R000380
C,"[""S001"", ""S006""]","{""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2, ""S006|医疗物资"": 1, ""S006|生活卫生用品"": 1, ""S006|应急食品"": 1, ""S006|饮用水"": 2}",9,63.0,0.223,4.773707431005519,4.59573004604916,0.17797738495635987,2389.0459659836038,570.0,"{""S001|医疗物资"": 1200.2725229310115, ""S001|生活卫生用品"": 1200.2725229310115, ""S006|医疗物资"": 2036.9146537402924, ""S006|生活卫生用品"": 2036.9146537402924, ""S006|应急食品"": 2036.9146537402924, ""S006|饮用水"": 2036.9146537402924}",1563.0853462597076,1563.0853462597076,0.4032865711243101,2126.212429230661,R000381
C,"[""S006"", ""S001""]","{""S006|医疗物资"": 1, ""S006|生活卫生用品"": 1, ""S006|应急食品"": 1, ""S006|饮用水"": 2, ""S001|医疗物资"": 2, ""S001|生活卫生用品"": 2}",9,63.0,0.223,4.4104082028588865,4.24060984785553,0.16979835500335694,2389.0459659836033,570.0,"{""S006|医疗物资"": 1263.4213122433111, ""S006|生活卫生用品"": 1263.4213122433111, ""S006|应急食品"": 1263.4213122433111, ""S006|饮用水"": 1263.4213122433111, ""S001|医疗物资"": 2077.143443052592, ""S001|生活卫生用品"": 2077.143443052592}",1522.856556947408,1522.856556947408,0.4486989746426392,2027.8188882742818,R000382
B,"[""S001"", ""S006""]","{""S001|应急食品"": 1, ""S006|医疗物资"": 1, ""S006|应急食品"": 1}",3,19.0,0.068,1.9670979164576958,1.8478813490024042,0.11921656745529176,1847.2809513351658,390.0,"{""S001|应急食品"": 857.6764212464411, ""S006|医疗物资"": 1522.4092789844328, ""S006|应急食品"": 1522.4092789844328}",2077.5907210155674,2077.5907210155674,0.508225520885576,1519.075763798335,R000383
B,"[""S006"", ""S001""]","{""S006|医疗物资"": 1, ""S006|应急食品"": 1, ""S001|应急食品"": 1}",3,19.0,0.068,1.9405328231709758,1.8209696643265576,0.119563158844418,1847.2809513351658,390.0,"{""S006|医疗物资"": 912.3983390173997, ""S006|应急食品"": 912.3983390173997, ""S001|应急食品"": 1555.8511967553914}",2687.6016609826,2687.6016609826,0.514866794207256,1507.5642233740896,R000384
